,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
1838,Kenko Health,insuretech,pre-series a,17000000.0,mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,2019.0,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios"
1839,Wiz Freight,logistics,seed,35000000.0,chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,2020.0,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor
1840,Credgenics,financial services,series a,250000000.0,new delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,2018.0,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners"
1841,BlueLearn,edtech,pre-seed,4000000.0,goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,2020.0,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
1842,NimbleBox.ai,mlops platform,seed,10000000.0,chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,2018.0,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts
1843,Pickrr,logistics,series b,120000000.0,gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,2015.0,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital"
1844,Stellaris Venture Partners,venture capital,seed,2250000000.0,bengaluru,Early-stage tech VC in India.,2021,2015.0,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",
1845,Grip Invest,financial services,series a,30000000.0,gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,2020.0,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners"
1846,Heads Up For Tails,pet care,series a,370000000.0,new delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,2008.0,Rashi Sanon,"Verlinvest, Sequoia Capital India"
1847,Blue Tokai Coffee Roasters,food & beverages,pre series b,20000000.0,new delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund
1848,Neeman,consumer goods,series a,20000000.0,hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,2017.0,Taran Chhabra,Sixth Sense Ventures
1849,BharatPe,fintech,series e,3700000000.0,new delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",Tiger Global
1850,GoSats,fintech,seed,7000000.0,bengaluru,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,2020.0,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
1851,StockGro,fintech,pre-series a,50000000.0,bengaluru,Making Investment Social- India's First Social Trading Platform,2021,2020.0,Ajay Lakhotia,"Roots Ventures, Velo Partners"
1852,Onsurity,healthcare,series a,160000000.0,bengaluru,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,2020.0,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners
1853,Khabri,media,pre-series a,20000000.0,gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,2017.0,"Pulkit Sharma, Aankit Roy, Sandeep Singh",
1854,Celcius,logistics,seed,5000000.0,mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,2020.0,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners"
1855,AyuRythm,healthcare,seed,948512359.4238179,bengaluru,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,2017.0,Abhilesh Gupta,SucSEED Indovation Fund
1856,Enguru,edtech,pre-series a,948512359.4238179,bengaluru,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
1857,Rocket Skills,edtech,pre-seed,2000000.0,gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,2020.0,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital"
1858,RenewBuy,fintech,series c,100000000.0,gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,2015.0,Balachander Sekhar,Evolvence Capital
1859,Faarms,agritech,seed,20000000.0,bengaluru,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,2020.0,"Taranbir Singh, Alok Duggal",
1860,UrbanMatrix Technologies,drone,seed,1000000.0,chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,2019.0,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI
1861,Jupiter,finance,series b,440000000.0,mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021,2019.0,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
1862,Pixuate,deeptech,seed,10000000.0,bengaluru,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,2012.0,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund
1863,Playo,sportstech,pre-series a,5000000.0,bengaluru,Playo is a one stop destination app for all things sports,2021,2014.0,Daanish Suhail,ah! Ventures High Tables
1864,Toothsi,healthcare,series b,200000000.0,mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office"
1865,Soothe Healthcare,consumer goods,series c,100000000.0,new delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,2012.0,Sahil Dharia,A91 Partners
1866,Goodmeetings,computer software,series a,17000000.0,bengaluru,AI-Based Platform Built Exclusively for Remote Selling,2021,2020.0,Srinivasan Narayan,Chiratae Ventures
1867,Apnaklub,wholesale,seed,35000000.0,bengaluru,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,2020.0,"Shruti, Manish Kumar",Sequoia’s Surge
1868,ChefKart,consumer goods,pre-seed,3000000.0,gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
1869,Fashinza,fashion,series a,200000000.0,gurugram,A new-age supply chain and product development platform for the fashion industry.,2021,2020.0,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital"
1870,Fabheads,industrial automation,pre-series a,948512359.4238179,chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,2015.0,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
1871,QuickShift,logistics,seed,7700000.0,pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,2016.0,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures"
1872,StackBOX,logistics,seed,12000000.0,bengaluru,DISTRIBUTION SIMPLIFIED,2021,2016.0,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group"
1873,MedPrime Technologies,healthcare,seed,948512359.4238179,thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,2014.0,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
1874,infra.market,construction,series d,1250000000.0,thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,2016.0,"Souvik Sengupta, Aaditya Sharda",Tiger Global
1875,CollegeDekho,e-learning,series b,350000000.0,gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,2015.0,Ruchir Arora,"Disrupt ADQ, QIC"
1876,BOX8,food & beverages,seed,400000000.0,mumbai,India's Largest Desi Meals Brand,2021,2012.0,"Anshul Gupta, Amit Raj",Tiger Global
1877,Simpl,consumer services,series b,400000000.0,bengaluru,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,2015.0,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures"
1878,8i Ventures,finance,seed,500000000.0,mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,2018.0,Vikram Chachra,
1879,PayGlocal,financial services,series a,49000000.0,bengaluru,PayGlocal is a FinTech solving for global payments acceptance,2021,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India
1880,Curefit,"health, wellness & fitness",seed,1450000000.0,bengaluru,Tata Digital-backed Curefit,2021,2016.0,"Mukesh Bansal, Ankit",Zomato
1881,Pocket FM,entertainment,series b,220000000.0,bengaluru,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners"
1882,CHARGE+ZONE,automotive,seed,100000000.0,vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,2018.0,Kartikey Hariyani,Venture Catalysts
1883,PlanetSpark,education management,series b,130000000.0,gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,2017.0,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
1884,LenDenClub,financial services,series a,100000000.0,mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,2015.0,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
1885,CometChat,computer software,series a,100000000.0,mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,2009.0,"Anuj, Anant Garg",Signal Peak Ventures
1886,AgroStar,agritech,series d,700000000.0,pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,2013.0,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise"
1887,Bizongo,information technology,series d,1000000000.0,mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
1888,Probus Insurance,finance,seed,67000000.0,mumbai,Probus Insurance is a leading InsurTech platform in India.,2021,2002.0,Rakesh goyal,BlueOrchard Impact Investment Managers
1889,MoEngage,computer software,series d,300000000.0,bengaluru,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,2014.0,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital
1890,CloudSEK,computer & network security,series a,70000000.0,bengaluru,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,2015.0,Rahul Sasi,MassMutual Ventures
1891,Exponent Energy,automotive,pre-series a,50000000.0,bengaluru,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,2020.0,"Arun Vinayak, Sanjay Byalal",YourNest VC
1892,Trinkerr,finance,series a,66000000.0,bengaluru,Trinkerr is India's first social trading platform.,2021,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India
1893,Zorro,social network,seed,320000000.0,gurugram,Pseudonymous social network platform,2021,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
1894,Ultraviolette,automotive,series c,1500000000.0,bengaluru,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho"
1895,NephroPlus,healthcare,series e,240000000.0,hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,2009.0,Vikram Vuppala,IIFL Asset Management
1896,Unremot,information technology,seed,7000000.0,bengaluru,Unremot is a personal office for consultants!,2021,2020.0,Shiju Radhakrishnan,Inflection Point Ventures
1897,FanAnywhere,financial services,seed,948512359.4238179,bengaluru,Celebrity NFT platform,2021,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital"
1898,PingoLearn,e-learning,seed,2000000.0,pune,PingoLearn offers language learning courses with snackable videos.,2021,2021.0,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate"
1899,Spry,music,seed,15000000.0,mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover"
1900,Enmovil,information technology,pre-series a,13000000.0,hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund
1901,ASQI Advisors,financial services,pre-series a,10000000.0,mumbai,Bringing Blockchain technology intro mainstream finance!,2021,2019.0,Swapnil Pawar,Founders Room Capital
1902,Insurance Samadhan,finance,pre-series a,7250000.0,new delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL"
1903,Evenflow Brands,consumer goods,seed,5000000.0,mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,2020.0,"Utsav Agarwal, Pulkit Chhabra",
1904,MasterChow,food & beverages,seed,4610000.0,delhi,A ready-to-cook Asian cuisine brand,2021,2020.0,"Vidur Kataria, Sidhanth Madan",WEH Ventures
1905,Fullife Healthcare,healthcare,series c,220000000.0,mumbai,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,2021,2009.0,Varun Khanna,Morgan Stanley Private Equity Asia
